,input,output,reaction_type,reactants,reagents,products,any_correct,all_correct,not_common,missed
8057,COC(=O)[C@@H](NC(=O)c1ccc(C#C/C=C/CC(O)CO)cc1)C(C)(C)N,COC(=O)[C@@H](NC(=O)c1ccc(C#C/C=C/CC(O)CO)cc1)C(C)(C)NC(=O)OC(C)(C)C,6,['COC(=O)[C@@H](N)C(C)(C)N'],[],['COC(=O)[C@@H](NC(=O)c1ccc(C#C/C=C/CC(O)CO)cc1)C(C)(C)N'],0.0,0.0,['COC(=O)[C@@H](N)C(C)(C)N'],['COC(=O)[C@@H](NC(=O)c1ccc(C#C/C=C/CC(O)CO)cc1)C(C)(C)NC(=O)OC(C)(C)C']
8060,OCc1cccc(I)c1F,O=C(O)c1cccc(I)c1F,7,['O=Cc1cccc(I)c1F'],[],['OCc1cccc(I)c1F'],0.0,0.0,['O=Cc1cccc(I)c1F'],['O=C(O)c1cccc(I)c1F']
8087,CC(C)(C)OC(=O)N1CCCCC1CN,CC(C)(C)OC(=O)N1CCCC[C@H]1CNC(=O)C(F)(F)F,6,"['NCC1CCCCN1', 'CC(C)(C)OC(=O)OC(=O)OC(C)(C)C']",[],['CC(C)(C)OC(=O)N1CCCCC1CN'],0.0,0.0,"['NCC1CCCCN1', 'CC(C)(C)OC(=O)OC(=O)OC(C)(C)C']",['CC(C)(C)OC(=O)N1CCCC[C@H]1CNC(=O)C(F)(F)F']
8094,CCC(O)c1ccccc1Br,CC[Mg+].O=Cc1ccccc1Br,3,['CCC(=O)c1ccccc1Br'],[],['CCC(O)c1ccccc1Br'],0.0,0.0,['CCC(=O)c1ccccc1Br'],"['CC[Mg+]', 'O=Cc1ccccc1Br']"
8121,CC(O)COC(=O)c1ccccc1C(=O)OOC(C)(C)C,CC(C)(C)OOC(=O)c1ccccc1C(=O)Cl.CC(O)CO,2,['CC(O)COC(=O)c1ccccc1C(=O)O'],['CC(C)(C)O'],['CC(O)COC(=O)c1ccccc1C(=O)OOC(C)(C)C'],0.0,0.0,"['CC(O)COC(=O)c1ccccc1C(=O)O', 'CC(C)(C)O']","['CC(C)(C)OOC(=O)c1ccccc1C(=O)Cl', 'CC(O)CO']"
8134,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(O)ccc21,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCc3ccccc3)ccc21,6,['CN1C(=O)C(C)(C)C(=O)Nc2ccc(O)cc21'],['CC=O'],['CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(O)ccc21'],0.0,0.0,"['CN1C(=O)C(C)(C)C(=O)Nc2ccc(O)cc21', 'CC=O']",['CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCc3ccccc3)ccc21']
8163,OCc1ccc2ccn(C(c3ccccc3)c3cccc(/C=C/c4ccc5ccccc5n4)c3)c2c1,O=Cc1ccc2ccn(C(c3ccccc3)c3cccc(/C=C/c4ccc5ccccc5n4)c3)c2c1,7,"['OCc1ccc2cc[nH]c2c1', 'ClC(c1ccccc1)c1cccc(/C=C/c2ccc3ccccc3n2)c1']",[],['OCc1ccc2ccn(C(c3ccccc3)c3cccc(/C=C/c4ccc5ccccc5n4)c3)c2c1'],0.0,0.0,"['OCc1ccc2cc[nH]c2c1', 'ClC(c1ccccc1)c1cccc(/C=C/c2ccc3ccccc3n2)c1']",['O=Cc1ccc2ccn(C(c3ccccc3)c3cccc(/C=C/c4ccc5ccccc5n4)c3)c2c1']
8170,CCOC(=O)c1ccc(OCCCN)c([N+](=O)[O-])c1,CCOC(=O)c1ccc(OCCCNC(=O)OC(C)(C)C)c([N+](=O)[O-])c1,6,"['NCCCCl', 'CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1']",[],['CCOC(=O)c1ccc(OCCCN)c([N+](=O)[O-])c1'],0.0,0.0,"['NCCCCl', 'CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1']",['CCOC(=O)c1ccc(OCCCNC(=O)OC(C)(C)C)c([N+](=O)[O-])c1']
8235,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H]1CCCC[C@@H]1C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H]1CCCC[C@H]1C(=O)OCC,6,"['CCCCC(=O)O', 'O=C(O)[C@H]1CCCC[C@H]1NCc1ccc(-c2ccccc2-c2nnn[nH]2)cc1']",[],['CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H]1CCCC[C@@H]1C(=O)O'],0.0,0.0,"['CCCCC(=O)O', 'O=C(O)[C@H]1CCCC[C@H]1NCc1ccc(-c2ccccc2-c2nnn[nH]2)cc1']",['CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H]1CCCC[C@H]1C(=O)OCC']
8240,c1ccc(-c2cc(CN3CCC(CNc4nn(C5CCCCO5)c5ccc(-c6ncn(C(c7ccccc7)(c7ccccc7)c7ccccc7)n6)cc45)CC3)on2)cc1,Brc1nn(C2CCCCO2)c2ccc(-c3ncn(C(c4ccccc4)(c4ccccc4)c4ccccc4)n3)cc12.NCC1CCN(Cc2cc(-c3ccccc3)no2)CC1,1,"['O=Cc1cc(-c2ccccc2)no1', 'N1CCC(CNc2nn(C3CCCCO3)c3ccc(-c4ncn(C(c5ccccc5)(c5ccccc5)c5ccccc5)n4)cc23)CC1']",[],['c1ccc(-c2cc(CN3CCC(CNc4nn(C5CCCCO5)c5ccc(-c6ncn(C(c7ccccc7)(c7ccccc7)c7ccccc7)n6)cc45)CC3)on2)cc1'],0.0,0.0,"['O=Cc1cc(-c2ccccc2)no1', 'c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc(-c3ccc4c(c3)c(NCC3CCNCC3)nn4C3CCCCO3)n2)cc1']","['Brc1nn(C2CCCCO2)c2ccc(-c3ncn(C(c4ccccc4)(c4ccccc4)c4ccccc4)n3)cc12', 'NCC1CCN(Cc2cc(-c3ccccc3)no2)CC1']"
8248,COc1ccc(/C=C(/C#N)c2cc(OC)c(OC)c(OC)c2)cc1N,CC(C)(C)OC(=O)NCC(N)=O,6,"['COc1ccc(C=O)cc1N', 'COc1cc(C#N)c(OC)c(OC)c1']",[],['COc1ccc(/C=C(/C#N)c2cc(OC)c(OC)c(OC)c2)cc1N'],0.0,0.0,"['COc1ccc(C=O)cc1N', 'COc1cc(C#N)c(OC)c(OC)c1']",['CC(C)(C)OC(=O)NCC(N)=O']
8255,CNc1ccc(I)nn1,CN.Ic1ccc(I)nn1,1,"['COS(=O)(=O)OC', 'Nc1ccc(I)nn1']",[],['CNc1ccc(I)nn1'],0.0,0.0,"['COS(=O)(=O)OC', 'Nc1ccc(I)nn1']","['CN', 'Ic1ccc(I)nn1']"
8284,CCCCCc1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)n(Cc2ccccc2)c2ccccc12,BrCc1ccccc1.CCCCCc1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)[nH]c2ccccc12,1,"['O=C1CCC(=O)N1Br', 'CCCCCc1c(-c2ccc3cc(OCC#N)ccc3c2)n(Cc2ccccc2)c2ccccc12']",[],['CCCCCc1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)n(Cc2ccccc2)c2ccccc12'],0.0,0.0,"['O=C1CCC(=O)N1Br', 'CCCCCc1c(-c2ccc3cc(OCC#N)ccc3c2)n(Cc2ccccc2)c2ccccc12']","['BrCc1ccccc1', 'CCCCCc1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)[nH]c2ccccc12']"
8333,Cn1c(C(=O)N[C@H]2CCCC[C@H]2C(=O)NC(C#N)CC2CCNCC2)cc2ccccc21,Cn1c(C(=O)N[C@H]2CCCC[C@H]2C(=O)NC(C#N)CC2CCN(C(=O)OC(C)(C)C)CC2)cc2ccccc21,6,"['N#CC(N)CC1CCNCC1', 'CCOC(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2n1C']",[],['Cn1c(C(=O)N[C@H]2CCCC[C@H]2C(=O)NC(C#N)CC2CCNCC2)cc2ccccc21'],0.0,0.0,"['N#CC(N)CC1CCNCC1', 'CCOC(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2n1C']",['Cn1c(C(=O)N[C@H]2CCCC[C@H]2C(=O)NC(C#N)CC2CCN(C(=O)OC(C)(C)C)CC2)cc2ccccc21']
8343,CNC(=O)c1cccc([N+](=O)[O-])c1,CN.O=C(Cl)c1cccc([N+](=O)[O-])c1,2,"['CN(C)C=O', 'O=C(O)c1cccc([N+](=O)[O-])c1']",[],['CNC(=O)c1cccc([N+](=O)[O-])c1'],0.0,0.0,"['CN(C)C=O', 'O=C(O)c1cccc([N+](=O)[O-])c1']","['CN', 'O=C(Cl)c1cccc([N+](=O)[O-])c1']"
8451,COC(=O)CCc1cc(Cl)ccc1C(=O)OC,COC(=O)C=Cc1cc(Cl)ccc1C(=O)OC,7,"['COC(=O)CCc1cc(Cl)ccc1C(=O)O', 'COCl']",[],['COC(=O)CCc1cc(Cl)ccc1C(=O)OC'],0.0,0.0,"['COC(=O)CCc1cc(Cl)ccc1C(=O)O', 'COCl']",['COC(=O)C=Cc1cc(Cl)ccc1C(=O)OC']
8468,CCOC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1N,CCOC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1[N+](=O)[O-],7,"['CCOC(=O)COc1ncccc1O', 'Cn1c(C(F)(F)F)cc(=O)n(-c2cc(F)c(N)cc2F)c1=O']",[],['CCOC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1N'],0.0,0.0,"['CCOC(=O)COc1ncccc1O', 'Cn1c(C(F)(F)F)cc(=O)n(-c2cc(F)c(N)cc2F)c1=O']",['CCOC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1[N+](=O)[O-]']
8479,COc1nc2cc(Cl)c(Cl)c(Cn3cc(CCCN4CCOCC4)cn3)c2nc1OC,COc1nc2cc(Cl)c(Cl)c(CBr)c2nc1OC.c1n[nH]cc1CCCN1CCOCC1,1,"['COc1nc2cc(Cl)c(Cl)c(CO)c2nc1OC', 'ClCc1cn(CCCN2CCOCC2)cn1']",[],['COc1nc2cc(Cl)c(Cl)c(Cn3cc(CCCN4CCOCC4)cn3)c2nc1OC'],0.0,0.0,"['COc1nc2cc(Cl)c(Cl)c(CO)c2nc1OC', 'ClCc1cn(CCCN2CCOCC2)cn1']","['COc1nc2cc(Cl)c(Cl)c(CBr)c2nc1OC', 'c1n[nH]cc1CCCN1CCOCC1']"
8504,COC(=O)[C@@H]1[C@H](O)CCN1S(=O)(=O)c1ccc(C#N)c(Cl)c1C,COC(=O)[C@H]1NCC[C@H]1O.Cc1c(S(=O)(=O)O)ccc(C#N)c1Cl,2,"['COC(=O)[C@@H]1CCCN1', 'O=S(=O)(Cl)c1ccc(C#N)c(Cl)c1C']",['O'],['COC(=O)[C@@H]1[C@H](O)CCN1S(=O)(=O)c1ccc(C#N)c(Cl)c1C'],0.0,0.0,"['COC(=O)[C@@H]1CCCN1', 'Cc1c(S(=O)(=O)Cl)ccc(C#N)c1Cl', 'O']","['COC(=O)[C@H]1NCC[C@H]1O', 'Cc1c(S(=O)(=O)O)ccc(C#N)c1Cl']"
8543,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCN(CCO)C[C@H]1F,O=C1S/C(=C\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCNC[C@H]1F.OCCBr,1,"['O=C1SC(Cl)=CC(=O)N1[C@@H]1CCN(CCO)C[C@H]1F', 'FC(F)(F)c1cc(Cl)ccc1Cn1ncc2ccccc21']",[],['O=C1S/C(=C\\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCN(CCO)C[C@H]1F'],0.0,0.0,"['O=c1cc(Cl)sc(=O)n1[C@@H]1CCN(CCO)C[C@H]1F', 'FC(F)(F)c1cc(Cl)ccc1Cn1ncc2ccccc21']","['O=C1S/C(=C\\c2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)C(=O)N1[C@@H]1CCNC[C@H]1F', 'OCCBr']"
8581,Cc1c2n(c3ccccc13)C(=O)C(C(O)c1ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c1C)CC2,Cc1c(C=O)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1.Cc1c2n(c3ccccc13)C(=O)CCC2,3,"['Cc1c2n(c3ccccc13)C(=O)C(C#N)CC2', 'N#CC(C(O)c1ncn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1C)c1ncn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1C']",[],['Cc1c2n(c3ccccc13)C(=O)C(C(O)c1ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c1C)CC2'],0.0,0.0,"['Cc1c2n(c3ccccc13)C(=O)C(C#N)CC2', 'Cc1c(C(O)C(C#N)c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2C)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1']","['Cc1c(C=O)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1', 'Cc1c2n(c3ccccc13)C(=O)CCC2']"
8589,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)CO,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C=O,7,['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C#N'],['O'],['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)CO'],0.0,0.0,"['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C#N', 'O']",['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C=O']
8624,NC1CN(C(=O)OCc2ccccc2)CCCC1O,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CCCC1O,9,['O=C(OCc1ccccc1)N1CCCC(O)C([N+](=O)[O-])C1'],[],['NC1CN(C(=O)OCc2ccccc2)CCCC1O'],0.0,0.0,['O=C(OCc1ccccc1)N1CCCC(O)C([N+](=O)[O-])C1'],['[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CCCC1O']
8642,CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CN4CCNCC4)cc3)nc(=O)c1-2,C1CNCCN1.CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CCl)cc3)nc(=O)c1-2,1,"['CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C=O)nc(=O)c1-2', 'NCc1ccc(NC(=O)CN2CCNCC2)cc1']",[],['CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CN4CCNCC4)cc3)nc(=O)c1-2'],0.0,0.0,"['CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C=O)nc(=O)c1-2', 'NCc1ccc(NC(=O)CN2CCNCC2)cc1']","['C1CNCCN1', 'CC(C)c1[nH]n(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(NC(=O)CCl)cc3)nc(=O)c1-2']"
8644,Cc1cccc(C)c1-c1cc(CO)ccc1F,Cc1cccc(C)c1-c1cc(C=O)ccc1F,7,"['Cc1cccc(C)c1B(O)O', 'OCc1ccc(F)c(Br)c1']",[],['Cc1cccc(C)c1-c1cc(CO)ccc1F'],0.0,0.0,"['Cc1cccc(C)c1B(O)O', 'OCc1ccc(F)c(Br)c1']",['Cc1cccc(C)c1-c1cc(C=O)ccc1F']
8704,N[C@@H]1CC[C@H](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,CC(C)(C)OC(=O)N[C@@H]1CC[C@H](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,6,"['N[C@@H]1CC[C@H](C(=O)O)C1', 'FC(F)(F)c1cccc(N2CCNCC2)c1']",[],['N[C@@H]1CC[C@H](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1'],0.0,0.0,"['N[C@@H]1CC[C@H](C(=O)O)C1', 'FC(F)(F)c1cccc(N2CCNCC2)c1']",['CC(C)(C)OC(=O)N[C@@H]1CC[C@H](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1']
8709,CCCOC(=O)N1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCNCC1.CCCOC(=O)Cl,2,"['CCCOC(=O)N1CCNCC1', 'CC(C)(C)OC(=O)OC(=O)OC(C)(C)C']",[],['CCCOC(=O)N1CCN(C(=O)OC(C)(C)C)CC1'],0.0,0.0,"['CCCOC(=O)N1CCNCC1', 'CC(C)(C)OC(=O)OC(=O)OC(C)(C)C']","['CC(C)(C)OC(=O)N1CCNCC1', 'CCCOC(=O)Cl']"
8749,CC(C)(C)OC(=O)N1CCC(N2CCNC(=O)C2c2ccccc2)CC1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C1NCCN(C2CCNCC2)C1c1ccccc1,5,"['O=C1NCCNC1c1ccccc1', 'CC(C)(C)OC(=O)N1CCC(=O)CC1']",[],['CC(C)(C)OC(=O)N1CCC(N2CCNC(=O)C2c2ccccc2)CC1'],0.0,0.0,"['O=C1NCCNC1c1ccccc1', 'CC(C)(C)OC(=O)N1CCC(=O)CC1']","['CC(C)(C)OC(=O)OC(=O)OC(C)(C)C', 'O=C1NCCN(C2CCNCC2)C1c1ccccc1']"
8796,Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(-c3ccc(OCc4nnn[nH]4)cc3)ccc12,Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(-c3ccc(OCC#N)cc3)ccc12.[N-]=[N+]=[N-],4,"['OB(O)c1ccc(OCc2nnn[nH]2)cc1', 'Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(Br)ccc12']",[],['Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(-c3ccc(OCc4nnn[nH]4)cc3)ccc12'],0.0,0.0,"['OB(O)c1ccc(OCc2nnn[nH]2)cc1', 'Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(Br)ccc12']","['Cc1c(-c2ccccc2)n(Cc2ccccc2)c2cc(-c3ccc(OCC#N)cc3)ccc12', '[N-]=[N+]=[N-]']"
8814,c1coc(CCc2ccncc2)c1,C(=Cc1ccco1)c1ccncc1,7,"['c1ccoc1', 'BrCCc1ccncc1']",[],['c1coc(CCc2ccncc2)c1'],0.0,0.0,"['c1ccoc1', 'BrCCc1ccncc1']",['C(=Cc1ccco1)c1ccncc1']
8833,CN(C)Cc1c(OCc2ccc(C#N)cc2)ccc2c(CCC3CCN(C(=O)OC(C)(C)C)CC3)noc12,CC(C)(C)OC(=O)N1CCC(CCc2noc3c(COS(C)(=O)=O)c(OCc4ccc(C#N)cc4)ccc23)CC1.CNC,1,"['CN(C)Cc1c(O)ccc2c(CCC3CCN(C(=O)OC(C)(C)C)CC3)noc12', 'N#Cc1ccc(CBr)cc1']",[],['CN(C)Cc1c(OCc2ccc(C#N)cc2)ccc2c(CCC3CCN(C(=O)OC(C)(C)C)CC3)noc12'],0.0,0.0,"['CN(C)Cc1c(O)ccc2c(CCC3CCN(C(=O)OC(C)(C)C)CC3)noc12', 'N#Cc1ccc(CBr)cc1']","['CC(C)(C)OC(=O)N1CCC(CCc2noc3c(COS(C)(=O)=O)c(OCc4ccc(C#N)cc4)ccc23)CC1', 'CNC']"
8848,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1c(F)cccc1Cl,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)OC)n1Cc1c(F)cccc1Cl,6,"['O=C(O)C(Cc1cccs1)C(=O)O', 'CCCCc1ncc(C=O)n1Cc1c(F)cccc1Cl']",[],['CCCCc1ncc(/C=C(\\Cc2cccs2)C(=O)O)n1Cc1c(F)cccc1Cl'],0.0,0.0,"['O=C(O)C(Cc1cccs1)C(=O)O', 'CCCCc1ncc(C=O)n1Cc1c(F)cccc1Cl']",['CCCCc1ncc(/C=C(\\Cc2cccs2)C(=O)OC)n1Cc1c(F)cccc1Cl']
8853,O=C(O)C(F)(F)F,CC(C)(C)OC(=O)N1CCN(c2c(COc3ccccc3C(F)(F)F)cc(Br)cc2NC(=O)c2nccc3ccccc23)CC1,6,['CCOC(=O)C(F)(F)F'],[],['O=C(O)C(F)(F)F'],0.0,0.0,['CCOC(=O)C(F)(F)F'],['CC(C)(C)OC(=O)N1CCN(c2c(COc3ccccc3C(F)(F)F)cc(Br)cc2NC(=O)c2nccc3ccccc23)CC1']
8887,CCc1c(C(=O)N2CCOc3ccc(-c4ccc5nc(CO)[nH]c5c4)cc3C2)ccc(S(C)(=O)=O)c1F,CCc1c(C(=O)N2CCOc3ccc(-c4ccc(N)c(N)c4)cc3C2)ccc(S(C)(=O)=O)c1F.O=C(O)CO,4,"['CCc1c(C(=O)OC)ccc(S(C)(=O)=O)c1F', 'OCc1nc2ccc(-c3ccc4c(c3)CNCCO4)cc2[nH]1']",[],['CCc1c(C(=O)N2CCOc3ccc(-c4ccc5nc(CO)[nH]c5c4)cc3C2)ccc(S(C)(=O)=O)c1F'],0.0,0.0,"['CCc1c(C(=O)OC)ccc(S(C)(=O)=O)c1F', 'OCc1nc2ccc(-c3ccc4c(c3)CNCCO4)cc2[nH]1']","['CCc1c(C(=O)N2CCOc3ccc(-c4ccc(N)c(N)c4)cc3C2)ccc(S(C)(=O)=O)c1F', 'O=C(O)CO']"
8903,Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1,CN(C)c1ccccc1C(N)=O.Cc1cc(N=C=O)ccc1Oc1ncc(Br)cn1,2,"['CN(C)c1ccccc1C(=O)N=C=O', 'Cc1cc(N)ccc1Oc1ncc(Br)cn1']",[],['Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1'],0.0,0.0,"['CN(C)c1ccccc1C(=O)N=C=O', 'Cc1cc(N)ccc1Oc1ncc(Br)cn1']","['CN(C)c1ccccc1C(N)=O', 'Cc1cc(N=C=O)ccc1Oc1ncc(Br)cn1']"
8926,N#Cc1c2ccccc2c(C=O)c2ccccc12,N#C[Cu].O=Cc1c2ccccc2c(Cl)c2ccccc12,9,"['CN(C)C=O', 'O=Cc1c2ccccc2c(Br)c2ccccc12']",[],['N#Cc1c2ccccc2c(C=O)c2ccccc12'],0.0,0.0,"['CN(C)C=O', 'O=Cc1c2ccccc2c(Br)c2ccccc12']","['N#C[Cu]', 'O=Cc1c2ccccc2c(Cl)c2ccccc12']"
8927,CCNC(=O)c1ccc(-n2cc(C(=O)NC3CC3)nn2)c(OC(C)c2ccccc2)c1,CC(Br)c1ccccc1.CCNC(=O)c1ccc(-n2cc(C(=O)NC3CC3)nn2)c(O)c1,1,"['C#CC(=O)NC1CC1', 'CCNC(=O)c1ccc(N=[N+]=[N-])c(OC(C)c2ccccc2)c1']",[],['CCNC(=O)c1ccc(-n2cc(C(=O)NC3CC3)nn2)c(OC(C)c2ccccc2)c1'],0.0,0.0,"['C#CC(=O)NC1CC1', 'CCNC(=O)c1ccc(N=[N+]=[N-])c(OC(C)c2ccccc2)c1']","['CC(Br)c1ccccc1', 'CCNC(=O)c1ccc(-n2cc(C(=O)NC3CC3)nn2)c(O)c1']"
8976,CCOc1nc(N[C@H]2CCOC2)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2,CCOc1nc(Cl)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2.N[C@H]1CCOC1,1,"['CCOc1nc(N[C@H]2CCOC2)ncc1C#N', 'NC1C2CC3CC1CC(O)(C3)C2']",[],['CCOc1nc(N[C@H]2CCOC2)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2'],0.0,0.0,"['CCOc1nc(N[C@H]2CCOC2)ncc1C#N', 'NC1C2CC3CC1CC(O)(C3)C2']","['CCOc1nc(Cl)ncc1C(=O)NC1C2CC3CC1CC(O)(C3)C2', 'N[C@H]1CCOC1']"
8985,C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(Nc3cccc([N+](=O)[O-])c3)cc21,C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(N)cc21.O=[N+]([O-])c1cccc(I)c1,1,"['Nc1cccc([N+](=O)[O-])c1', 'C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccccc21']",[],['C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(Nc3cccc([N+](=O)[O-])c3)cc21'],0.0,0.0,"['Nc1cccc([N+](=O)[O-])c1', 'C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccccc21']","['C[Si](C)(C)CCOCn1nc(C=Cc2ccccc2)c2ccc(N)cc21', 'O=[N+]([O-])c1cccc(I)c1']"
9009,Cn1c(SCC(=O)O)nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc21,CCOC(=O)CSc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2n1C,6,"['Cn1c(SCC(=O)O)nc2cnc(N)nc21', 'Fc1ccc(Br)c(OC2CCNCC2)c1']",[],['Cn1c(SCC(=O)O)nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc21'],0.0,0.0,"['Cn1c(SCC(=O)O)nc2cnc(N)nc21', 'Fc1ccc(Br)c(OC2CCNCC2)c1']",['CCOC(=O)CSc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2n1C']
9044,CCCCCCCCCCNC(=O)[C@@H]1CCCN1,CCCCCCCCCCNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C,6,['CCCCCCCCCCNC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1'],[],['CCCCCCCCCCNC(=O)[C@@H]1CCCN1'],0.0,0.0,['CCCCCCCCCCNC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1'],['CCCCCCCCCCNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C']
9055,CC(C)(C)OC(=O)CNCCc1cccc(C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)CBr.CC(C)(C)OC(=O)c1cccc(CCN)c1,1,"['C=C(C)C', 'CC(C)(C)OC(=O)CNCCc1cccc(C(=O)O)c1']",[],['CC(C)(C)OC(=O)CNCCc1cccc(C(=O)OC(C)(C)C)c1'],0.0,0.0,"['C=C(C)C', 'CC(C)(C)OC(=O)CNCCc1cccc(C(=O)O)c1']","['CC(C)(C)OC(=O)CBr', 'CC(C)(C)OC(=O)c1cccc(CCN)c1']"
